ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "legalizzazione cannabis",ID: 26)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito il referendum (Nome: "Referendum",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito la Scheda Ordinale (Nome: "Ordinale",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito la Scheda Categorica (Nome: "Categorica",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito la Scheda Categorica Con Preferenza (Nome: "Categorica con preferenze",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "Categorica con preferenze",ID: 36)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "Categorica",ID: 35)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "Referendum",ID: 33)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito il referendum (Nome: "dainak",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito il referendum (Nome: "refer",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito il referendum (Nome: "ciao",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito il referendum (Nome: "aa",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "aa",ID: 40)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito la Scheda Ordinale (Nome: "a",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha inserito il referendum (Nome: "a",ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha modificato la sessione della scheda (Nome: "Dianka Mevan", ID: 1)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "Ordinale",ID: 34)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "Categorica",ID: 35)
ADMIN "Dianka Mevan" Fernando(ID: 1) ha calcolato il risultato della scheda (Nome: "Categorica con preferenze",ID: 36)
